p1_0001.bmp,600.0,320.0,572.77,420.506,162.154
p1_0001.bmp,598.24,319.76,572.675,419.111,160.987
p1_0001.bmp,596.48,319.52,572.05,418.07,159.825
p1_0001.bmp,594.72,319.28,570.194,412.657,154.362
p1_0001.bmp,592.96,319.04,567.808,406.131,147.872
p1_0001.bmp,591.2,318.8,566.135,402.049,143.776
p1_0001.bmp,589.44,318.56,565.393,401.191,142.923
p1_0001.bmp,587.68,318.32,564.214,400.148,141.865
p1_0001.bmp,585.92,318.08,567.353,416.976,157.991
p1_0001.bmp,584.16,317.84,567.563,423.637,164.464
p1_0001.bmp,582.4,317.6,572.282,453.821,194.0
p1_0001.bmp,580.64,317.36,566.25,438.342,178.59
p1_0001.bmp,578.88,317.12,566.297,447.746,187.819
p1_0001.bmp,577.12,316.88,568.993,474.556,214.17
p1_0001.bmp,575.36,316.64,570.597,499.95,239.035
p1_0001.bmp,573.6,316.4,569.578,511.909,250.941
p1_0001.bmp,571.84,316.16,573.848,560.033,298.75
p1_0001.bmp,570.08,315.92,575.424,592.246,330.82
p1_0001.bmp,568.32,315.68,574.959,611.934,350.418
p1_0001.bmp,566.56,315.44,574.658,631.556,369.947
p1_0001.bmp,564.8,315.2,572.496,651.137,388.93
p1_0001.bmp,563.04,314.96,564.411,640.808,377.638
p1_0001.bmp,561.28,314.72,554.275,610.384,346.328
p1_0001.bmp,559.52,314.48,549.943,601.567,336.971
p1_0001.bmp,557.76,314.24,543.826,576.583,311.475
p1_0001.bmp,556.0,314.0,539.669,558.403,292.903
p1_0001.bmp,554.24,313.76,536.723,546.162,280.206
p1_0001.bmp,552.48,313.52,533.852,531.285,264.941
p1_0001.bmp,550.72,313.28,529.989,509.41,242.715
p1_0001.bmp,548.96,313.04,527.984,497.041,230.097
p1_0001.bmp,547.2,312.8,527.595,492.536,225.434
p1_0001.bmp,545.44,312.56,527.271,489.778,222.53
p1_0001.bmp,543.68,312.32,526.748,494.469,226.723
p1_0001.bmp,541.92,312.08,525.769,502.947,234.688
p1_0001.bmp,540.16,311.84,524.597,501.786,233.27
p1_0001.bmp,538.4,311.6,524.875,485.149,216.936
p1_0001.bmp,536.64,311.36,524.603,482.301,213.933
p1_0001.bmp,534.88,311.12,524.459,480.187,211.764
p1_0001.bmp,533.12,310.88,524.04,483.185,214.543
p1_0001.bmp,531.36,310.64,523.457,485.009,216.241
p1_0001.bmp,529.6,310.4,523.26,483.174,214.373
p1_0001.bmp,527.84,310.16,521.864,485.81,216.695
p1_0001.bmp,526.08,309.92,519.457,465.242,196.518
p1_0001.bmp,524.32,309.68,518.136,457.83,189.308
p1_0001.bmp,522.56,309.44,516.604,448.963,180.692
