p1_0001.bmp,600.0,320.0,,,
p1_0001.bmp,598.24,319.76,,,
p1_0001.bmp,596.48,319.52,,,
p1_0001.bmp,594.72,319.28,,,
p1_0001.bmp,592.96,319.04,,,
p1_0001.bmp,591.2,318.8,,,
p1_0001.bmp,589.44,318.56,,,
p1_0001.bmp,587.68,318.32,,,
p1_0001.bmp,585.92,318.08,,,
p1_0001.bmp,584.16,317.84,,,
p1_0001.bmp,582.4,317.6,,,
p1_0001.bmp,580.64,317.36,,,
p1_0001.bmp,578.88,317.12,,,
p1_0001.bmp,577.12,316.88,,,
p1_0001.bmp,575.36,316.64,,,
p1_0001.bmp,573.6,316.4,,,
p1_0001.bmp,571.84,316.16,,,
p1_0001.bmp,570.08,315.92,,,
p1_0001.bmp,568.32,315.68,,,
p1_0001.bmp,566.56,315.44,,,
p1_0001.bmp,564.8,315.2,,,
p1_0001.bmp,563.04,314.96,,,
p1_0001.bmp,561.28,314.72,,,
p1_0001.bmp,559.52,314.48,,,
p1_0001.bmp,557.76,314.24,,,
p1_0001.bmp,556.0,314.0,,,
p1_0001.bmp,554.24,313.76,,,
p1_0001.bmp,552.48,313.52,,,
p1_0001.bmp,550.72,313.28,,,
p1_0001.bmp,548.96,313.04,,,
p1_0001.bmp,547.2,312.8,,,
p1_0001.bmp,545.44,312.56,,,
p1_0001.bmp,543.68,312.32,,,
p1_0001.bmp,541.92,312.08,,,
p1_0001.bmp,540.16,311.84,,,
p1_0001.bmp,538.4,311.6,,,
p1_0001.bmp,536.64,311.36,,,
p1_0001.bmp,534.88,311.12,,,
p1_0001.bmp,533.12,310.88,,,
p1_0001.bmp,531.36,310.64,,,
p1_0001.bmp,529.6,310.4,,,
p1_0001.bmp,527.84,310.16,,,
p1_0001.bmp,526.08,309.92,,,
p1_0001.bmp,524.32,309.68,,,
p1_0001.bmp,522.56,309.44,,,
p1_0001.bmp,520.8,309.2,,,
p1_0001.bmp,519.04,308.96,,,
p1_0001.bmp,517.28,308.72,,,
p1_0001.bmp,515.52,308.48,,,
p1_0001.bmp,513.76,308.24,,,
p1_0001.bmp,512.0,308.0,,,
p1_0001.bmp,510.24,307.76,,,
p1_0001.bmp,508.48,307.52,,,
p1_0001.bmp,506.72,307.28,,,
p1_0001.bmp,504.96,307.04,,,
p1_0001.bmp,503.2,306.8,,,
p1_0001.bmp,501.44,306.56,,,
p1_0001.bmp,499.68,306.32,,,
p1_0001.bmp,497.92,306.08,,,
p1_0001.bmp,496.16,305.84,,,
p1_0001.bmp,494.4,305.6,,,
p1_0001.bmp,492.64,305.36,,,
p1_0001.bmp,490.88,305.12,,,
p1_0001.bmp,489.12,304.88,,,
p1_0001.bmp,487.36,304.64,,,
p1_0001.bmp,485.6,304.4,,,
p1_0001.bmp,483.84,304.16,,,
p1_0001.bmp,482.08,303.92,,,
p1_0001.bmp,480.32,303.68,,,
p1_0001.bmp,478.56,303.44,,,
p1_0001.bmp,476.8,303.2,,,
p1_0001.bmp,475.04,302.96,,,
p1_0001.bmp,473.28,302.72,,,
p1_0001.bmp,471.52,302.48,,,
p1_0001.bmp,469.76,302.24,,,
p1_0001.bmp,468.0,302.0,,,
p1_0001.bmp,466.24,301.76,,,
p1_0001.bmp,464.48,301.52,,,
p1_0001.bmp,462.72,301.28,,,
p1_0001.bmp,460.96,301.04,,,
p1_0001.bmp,459.2,300.8,,,
p1_0001.bmp,457.44,300.56,,,
p1_0001.bmp,455.68,300.32,,,
p1_0001.bmp,453.92,300.08,,,
p1_0001.bmp,452.16,299.84,,,
p1_0001.bmp,450.4,299.6,,,
p1_0001.bmp,448.64,299.36,,,
p1_0001.bmp,446.88,299.12,,,
p1_0001.bmp,445.12,298.88,,,
p1_0001.bmp,443.36,298.64,,,
p1_0001.bmp,441.6,298.4,,,
p1_0001.bmp,439.84,298.16,,,
p1_0001.bmp,438.08,297.92,,,
p1_0001.bmp,436.32,297.68,,,
p1_0001.bmp,434.56,297.44,,,
p1_0001.bmp,432.8,297.2,,,
p1_0001.bmp,431.04,296.96,,,
p1_0001.bmp,429.28,296.72,,,
p1_0001.bmp,427.52,296.48,,,
p1_0001.bmp,425.76,296.24,,,
p1_0001.bmp,424.0,296.0,,,
p1_0001.bmp,422.24,295.76,,,
p1_0001.bmp,420.48,295.52,,,
p1_0001.bmp,418.72,295.28,,,
p1_0001.bmp,416.96,295.04,,,
p1_0001.bmp,415.2,294.8,,,
p1_0001.bmp,413.44,294.56,,,
p1_0001.bmp,411.68,294.32,,,
p1_0001.bmp,409.92,294.08,,,
p1_0001.bmp,408.16,293.84,,,
p1_0001.bmp,406.4,293.6,,,
p1_0001.bmp,404.64,293.36,,,
p1_0001.bmp,402.88,293.12,,,
p1_0001.bmp,401.12,292.88,,,
p1_0001.bmp,399.36,292.64,,,
p1_0001.bmp,397.6,292.4,,,
p1_0001.bmp,395.84,292.16,,,
p1_0001.bmp,394.08,291.92,,,
p1_0001.bmp,392.32,291.68,,,
p1_0001.bmp,390.56,291.44,,,
p1_0001.bmp,388.8,291.2,,,
p1_0001.bmp,387.04,290.96,,,
p1_0001.bmp,385.28,290.72,,,
p1_0001.bmp,383.52,290.48,,,
p1_0001.bmp,381.76,290.24,,,
p1_0001.bmp,380.0,290.0,,,
p1_0001.bmp,381.76,289.76,,,
p1_0001.bmp,383.52,289.52,,,
p1_0001.bmp,385.28,289.28,,,
p1_0001.bmp,387.04,289.04,,,
p1_0001.bmp,388.8,288.8,,,
p1_0001.bmp,390.56,288.56,,,
p1_0001.bmp,392.32,288.32,,,
p1_0001.bmp,394.08,288.08,,,
p1_0001.bmp,395.84,287.84,,,
